Artist Name,Track Name,Popularity,Explicit,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Mode,Release Year,Duration,Clusters
Sizzla,So Much Pain,0,Clean,0.58,0.478,B,0.6666494405829306,0.0399,0.0332,0.364,0.274,179.0,Minor,2017,4.3,Cluster 1
Sizzla,Official,0,Clean,0.774,0.526,D,0.7089480891966615,0.139,0.305,0.103,0.617,83.0,Major,2017,4.191666666666666,Cluster 2
Sizzla,So Precious,0,Clean,0.664,0.317,C,0.7799281672308209,0.0585,0.0324,0.0645,0.446,147.0,Major,2017,4.241666666666666,Cluster 2
Sizzla,Sizzla Selects Reggae - Continuous Mix,1,Clean,0.48,0.712,C,0.8371876695692617,0.319,0.348,0.0833,0.611,79.0,Major,2019,58.16416666666667,Cluster 1
Sizzla,Its Dangerous,3,Clean,0.584,0.768,G,0.8897702901733805,0.203,0.178,0.332,0.667,152.0,Major,2019,3.540033333333333,Cluster 1
Sizzla,Life Is a Challenge,4,Clean,0.594,0.888,C,0.9157644505309941,0.324,0.109,0.106,0.854,144.0,Major,2019,3.8326,Cluster 1
Sizzla,Nutten Nuh Come Easy,5,Clean,0.583,0.837,G#/Ab,0.8992015710188367,0.237,0.0126,0.168,0.553,76.0,Major,2019,3.7181,Cluster 1
Sizzla,Hard to Survive,3,Clean,0.664,0.851,G,0.9190976977339087,0.213,0.18,0.277,0.912,164.0,Major,2019,3.4133333333333336,Cluster 3
Sizzla,Worst Every Day,3,Clean,0.632,0.886,C,0.9079610345985892,0.323,0.187,0.345,0.899,74.0,Major,2019,3.3893833333333334,Cluster 1
Sizzla,Money Cant Buy Life,3,Clean,0.61,0.847,C#/Db,0.9093563473812046,0.393,0.183,0.162,0.776,84.0,Minor,2019,3.8051666666666666,Cluster 1
Sizzla,Nuh Guns,3,Clean,0.646,0.808,C#/Db,0.90602310017829,0.297,0.0389,0.3,0.906,148.0,Major,2019,3.330616666666667,Cluster 1
Sizzla,Cease the Violence,2,Clean,0.591,0.883,C#/Db,0.9384253636856928,0.319,0.0959,0.137,0.858,142.0,Minor,2019,4.050716666666666,Cluster 1
Sizzla,Jah Jah Give Me Victory,1,Clean,0.694,0.787,C,0.8931810547531072,0.0483,0.173,0.136,0.501,90.0,Major,2019,3.49605,Cluster 1
Sizzla,Thank U Jah Jah,2,Clean,0.624,0.817,A#/Bb,0.8684013332988811,0.356,0.162,0.515,0.786,79.0,Minor,2019,4.059,Cluster 1
Sizzla,Jah Guide and Protect Me,2,Clean,0.525,0.86,G#/Ab,0.9141107464923387,0.0601,0.249,0.0636,0.801,128.0,Minor,2019,4.373333333333333,Cluster 3
Sizzla,Child,0,Clean,0.697,0.837,D,0.8485827239606212,0.0505,0.173,0.0451,0.663,185.0,Major,2017,4.008333333333334,Cluster 3
Sizzla,How Far,0,Clean,0.798,0.495,F,0.5757473967080954,0.344,0.0667,0.205,0.864,143.0,Minor,2017,4.833333333333333,Cluster 2
Sizzla,Be Strong,0,Clean,0.58,0.92,B,0.9295367044779205,0.278,0.0141,0.963,0.502,170.0,Minor,2017,3.1166666666666667,Cluster 1
Sizzla,Simple,0,Clean,0.829,0.659,C,0.7571897366993101,0.194,0.0266,0.0591,0.75,162.0,Major,2017,4.266666666666667,Cluster 3
Sizzla,Blaze It Now,4,Clean,0.634,0.757,B,0.8872380558641896,0.383,0.362,0.218,0.709,178.0,Minor,2019,2.7581,Cluster 1
Sizzla,Azanldo,6,Clean,0.494,0.798,G,0.8888917599028449,0.301,0.306,0.108,0.607,83.0,Major,2021,3.154,Cluster 1
Sizzla,Cold War - Hngvr Remix,1,Clean,0.682,0.874,G,0.8078861011343376,0.0509,0.000121,0.275,0.282,170.0,Major,2015,5.277966666666667,Cluster 1
Sizzla,Big Man Ting,4,Clean,0.611,0.905,A#/Bb,0.8714503501201519,0.352,0.00723,0.354,0.684,119.0,Minor,2014,4.442666666666667,Cluster 1
Sizzla,I'm Living (feat. Cornel Campbell) - Mista Savona Instrumental Remix,3,Clean,0.661,0.645,C#/Db,0.7896953567091289,0.0513,0.000782,0.262,0.618,154.0,Major,2014,4.9275,Cluster 1
Sizzla,I'm Living - B.R.E.E.D Remix,3,Clean,0.688,0.823,C#/Db,0.8151727345546627,0.228,0.00157,0.19,0.192,154.0,Major,2014,4.319616666666667,Cluster 1
Sizzla,I'm Living - Gaudi Remix,4,Clean,0.75,0.464,G#/Ab,0.7849926358492029,0.189,0.00276,0.315,0.371,77.0,Minor,2014,4.359783333333334,Cluster 1
Sizzla,I'm Living - Acoustic Mix,13,Clean,0.599,0.565,E,0.7544766285108911,0.391,0.359,0.136,0.553,154.0,Major,2014,5.08685,Cluster 1
Sizzla,All I See is War,3,Clean,0.646,0.68,A#/Bb,0.8148368259218108,0.27,0.0887,0.0766,0.802,146.0,Minor,2018,3.8298,Cluster 3
Sizzla,Aint Nothing Wrong,0,Clean,0.65,0.711,C,0.8865920777240899,0.335,0.0469,0.133,0.87,77.0,Major,2019,3.167116666666667,Cluster 3
Sizzla,I'm Living - Ed Solo & Stickybuds Instrumental Remix,4,Clean,0.659,0.951,C#/Db,0.8801322963230924,0.0454,0.000108,0.0618,0.482,176.0,Minor,2014,5.596583333333333,Cluster 1
Sizzla,A Living Dub,5,Clean,0.682,0.617,C#/Db,0.7044779204671714,0.171,0.00913,0.326,0.407,154.0,Minor,2014,4.9049,Cluster 1
Sizzla,I'm Living,4,Clean,0.623,0.737,B,0.839203121366373,0.231,0.0193,0.333,0.515,77.0,Major,2016,4.961166666666666,Cluster 1
Sizzla,I'm Living - 3rdeye Remix,13,Clean,0.583,0.528,C#/Db,0.7987907289217333,0.223,0.0105,0.422,0.159,77.0,Minor,2014,4.881833333333334,Cluster 1
Sizzla,I'm Living (feat. Cornel Campbell) - Mista Savona Remix,9,Clean,0.643,0.756,C#/Db,0.8211932508203923,0.151,0.00114,0.361,0.583,77.0,Major,2014,4.937633333333333,Cluster 1
Sizzla,I'm Living - Acoustic,6,Clean,0.699,0.558,E,0.7542440763804552,0.377,0.356,0.132,0.55,77.0,Major,2014,5.094,Cluster 4
Sizzla,Got What It Takes - Acoustic,3,Clean,0.502,0.597,A#/Bb,0.7743469161003591,0.401,0.083,0.0911,0.64,165.0,Minor,2014,4.59245,Cluster 1
Sizzla,Give Jah Praise (feat. Alton Ellis),4,Clean,0.641,0.678,D,0.8424588511924757,0.161,0.0167,0.115,0.413,143.0,Minor,2014,5.718666666666667,Cluster 1
Sizzla,Champion Sound (feat. Turbulence) - Remix,3,Clean,0.686,0.873,B,0.9193044107387406,0.274,0.00914,0.552,0.568,157.0,Minor,2014,4.17845,Cluster 1
Sizzla,I'm Living - Ed Solo & Stickybuds Remix,40,Clean,0.688,0.925,B,0.9047569830236944,0.0432,0.00166,0.0626,0.576,88.0,Major,2014,5.596583333333333,Cluster 3
Sizzla,Cold War,3,Clean,0.614,0.924,G,0.868943954936565,0.0724,0.00457,0.0365,0.541,145.0,Minor,2014,6.522,Cluster 1
Sizzla,Better Be Still,3,Clean,0.655,0.499,A#/Bb,0.7616599054288002,0.18,0.669,0.283,0.978,81.0,Minor,2015,0.67615,Cluster 4
Sizzla,King In the Jungle (feat. Jah Cure),10,Clean,0.612,0.596,A,0.8128213741246997,0.195,0.00836,0.476,0.655,81.0,Minor,2005,4.070883333333334,Cluster 1
Sizzla,No Waste No Time,11,Clean,0.611,0.709,E,0.8393581561199969,0.351,0.179,0.14,0.856,71.0,Minor,2016,3.361333333333333,Cluster 1
Sizzla,Woman Of Africa,2,Clean,0.648,0.675,G,0.7447352781581871,0.239,0.499,0.098,0.964,98.0,Major,2017,4.04955,Cluster 4
Sizzla,Burn Schism,0,Clean,0.871,0.84,C,0.9033358311154751,0.198,0.0942,0.15,0.713,148.0,Major,2016,3.845783333333333,Cluster 3
Sizzla,Teach Us the Way - Shashamane Dubplate,0,Clean,0.557,0.721,A,0.8780910054003772,0.0981,0.59,0.138,0.962,82.0,Major,2019,0.3967833333333333,Cluster 4
Sizzla,Cold War - Acoustic,1,Clean,0.634,0.618,F,0.7713754166559004,0.18,0.0377,0.0971,0.316,144.0,Minor,2016,5.419233333333334,Cluster 1
Sizzla,Got To Survive,0,Clean,0.828,0.295,F,0.6282008216841942,0.131,0.0987,0.322,0.623,82.0,Minor,2014,3.84445,Cluster 2
Sizzla,The Formula,7,Clean,0.862,0.574,C,0.8373168651972818,0.104,0.000588,0.324,0.297,98.0,Major,2013,4.445483333333334,Cluster 1
Sizzla,Clean up Your Heart - Shashamane Duplate,0,Clean,0.609,0.595,C#/Db,0.8481434588253534,0.518,0.0686,0.352,0.636,78.0,Major,2019,0.9010666666666668,Cluster 1
Sizzla,Jah Never Fail I - Shashamane Duplate,0,Clean,0.583,0.681,F#/Gb,0.8994341231492726,0.138,0.00168,0.442,0.775,69.0,Major,2019,0.8615333333333334,Cluster 1
Sizzla,Sound Die - Shashamane Dubplate,0,Clean,0.645,0.777,G,0.8827162088834914,0.309,0.131,0.482,0.934,78.0,Major,2019,1.3442333333333334,Cluster 1
Sizzla,The Formula - Liquid Stranger Remix,5,Clean,0.758,0.548,B,0.8100049094338648,0.0785,0.00725,0.346,0.503,176.0,Major,2013,5.55195,Cluster 1
Sizzla,The Formula (feat. Vida Sunshyne),2,Clean,0.856,0.573,C,0.8388155344823132,0.119,0.000728,0.292,0.272,97.0,Major,2014,4.46555,Cluster 1
Sizzla,The Formula,5,Clean,0.702,0.498,B,0.7310922198392806,0.108,0.00659,0.399,0.604,176.0,Major,2016,4.027116666666666,Cluster 2
Sizzla,Set It Off,5,Clean,0.767,0.892,F,0.8583499134389292,0.151,0.0488,0.293,0.618,97.0,Major,2014,4.3153,Cluster 1
Sizzla,Interlude - I'm Living Intro,4,Clean,0.55,0.774,C#/Db,0.8125113046174517,0.383,0.105,0.416,0.756,79.0,Minor,2014,0.7082833333333334,Cluster 1
Sizzla,Blessed,7,Clean,0.618,0.935,D,0.9031807963618511,0.124,0.0175,0.488,0.491,94.0,Major,2014,3.9223666666666666,Cluster 1
Sizzla,Cold War,2,Clean,0.645,0.699,F,0.8015296762357562,0.0371,0.0166,0.0758,0.55,140.0,Major,2016,5.614083333333333,Cluster 3
Sizzla,Champion Sound,15,Clean,0.711,0.819,E,0.8769540838738017,0.217,0.0124,0.49,0.812,78.0,Minor,2014,4.75725,Cluster 1
Sizzla,Born a King,12,Clean,0.709,0.794,C,0.8563603007674221,0.149,0.000432,0.667,0.598,145.0,Major,2014,5.033933333333334,Cluster 1
Sizzla,Cold War - 3rdeye Remix,2,Clean,0.645,0.699,F,0.8015296762357562,0.0371,0.0166,0.0758,0.55,140.0,Major,2015,5.614083333333333,Cluster 3
Sizzla,Got What It Takes,1,Clean,0.62,0.593,A#/Bb,0.7916074520038242,0.364,0.00549,0.0638,0.505,81.0,Minor,2016,4.632883333333333,Cluster 1
Sizzla,Cold War - Mat the Alien Remix,1,Clean,0.35,0.877,F,0.8883232991395571,0.265,0.00201,0.438,0.385,82.0,Minor,2015,3.9735,Cluster 1
Sizzla,Cold War - Om Unit Remix,1,Clean,0.778,0.577,G,0.7125655667812201,0.332,0.00497,0.0791,0.633,165.0,Major,2015,5.15825,Cluster 2
Sizzla,Cold War - Empress Shema & Mista Savona Remix,3,Clean,0.684,0.823,F,0.8586341438205731,0.0646,0.000622,0.36,0.352,145.0,Minor,2015,5.410733333333333,Cluster 1
Sizzla,I'm Living - Ed Solo & Stickybuds Remix - Mixed,7,Clean,0.677,0.795,B,0.7413245135784605,0.0454,0.00809,0.37,0.5,87.0,Major,2022,3.314283333333333,Cluster 1
Sizzla,Cold War - Sukh Knight Remix,1,Clean,0.408,0.885,F,0.9046794656468825,0.102,0.00226,0.0998,0.362,142.0,Minor,2015,5.50705,Cluster 1
Sizzla,Got What It Takes,5,Clean,0.746,0.604,A#/Bb,0.7914524172502002,0.306,0.00606,0.0569,0.573,82.0,Minor,2014,4.601,Cluster 3
Sizzla,Set It Off,3,Clean,0.773,0.892,F,0.859073408955841,0.119,0.0446,0.217,0.633,97.0,Major,2014,4.333783333333334,Cluster 3
Sizzla,Champion Sound (feat. Errol Dunkley),13,Clean,0.764,0.81,A,0.8775225446370895,0.197,0.0105,0.417,0.833,79.0,Minor,2014,4.76155,Cluster 3
Sizzla,I'm Living - Acoustic,3,Clean,0.606,0.566,E,0.7545024676364952,0.39,0.359,0.137,0.554,154.0,Major,2014,5.08685,Cluster 1
Sizzla,The Formula - Taso Remix,1,Clean,0.486,0.862,B,0.8136482261440273,0.358,0.000147,0.359,0.65,98.0,Major,2013,3.7119166666666654,Cluster 1
Sizzla,Let Us,0,Clean,0.619,0.651,D,0.8172398646029818,0.144,0.699,0.165,0.457,81.0,Minor,2016,3.49445,Cluster 4
Sizzla,The Formula - DIZZ1 Instrumental Remix,0,Clean,0.764,0.675,E,0.7594894188780652,0.0556,0.000285,0.231,0.272,180.0,Minor,2013,3.89525,Cluster 1
Sizzla,The Formula - DIZZ1 Remix,1,Clean,0.601,0.759,E,0.8036484845352834,0.147,0.00109,0.191,0.277,180.0,Minor,2013,3.8993166666666665,Cluster 1
Sizzla,Irresistible,0,Clean,0.567,0.543,G,0.7810134105061884,0.46,0.084,0.183,0.348,115.0,Major,2010,3.986666666666667,Cluster 1
Sizzla,Worldwide Love,12,Clean,0.413,0.776,G#/Ab,0.8521485232939717,0.143,0.00115,0.333,0.902,155.0,Minor,2021,4.252666666666666,Cluster 1
Sizzla,Love the Life,11,Clean,0.653,0.834,B,0.8601844913568125,0.35,0.0578,0.188,0.639,77.0,Major,2021,7.125333333333334,Cluster 1
Sizzla,Cut & Clear,8,Clean,0.423,0.835,C,0.8817343221105398,0.204,0.443,0.39,0.715,148.0,Major,2021,4.058666666666666,Cluster 1
Sizzla,Define Yourself,9,Clean,0.682,0.925,E,0.8884783338931811,0.295,0.253,0.62,0.793,87.0,Minor,2021,3.798666666666666,Cluster 1
Sizzla,Just Like,8,Clean,0.634,0.817,G,0.8965143019560218,0.306,0.334,0.206,0.767,87.0,Major,2021,3.224666666666667,Cluster 1
Sizzla,Trust & Love,11,Clean,0.582,0.912,G,0.9200795845068603,0.26,0.0935,0.31,0.545,86.0,Minor,2021,3.6366666666666654,Cluster 1
Sizzla,Rastafari,9,Clean,0.53,0.831,D#/Eb,0.8897702901733805,0.259,0.152,0.428,0.705,79.0,Minor,2021,4.213333333333333,Cluster 1
Sizzla,It Goes Like This,7,Clean,0.577,0.873,G#/Ab,0.8891243120332808,0.263,0.118,0.718,0.784,83.0,Major,2021,3.8013333333333335,Cluster 1
Sizzla,We Black People,7,Clean,0.44,0.873,C,0.8689181158109609,0.334,0.501,0.225,0.89,81.0,Major,2021,3.728666666666667,Cluster 1
Sizzla,The Formula - An-Ten-Nae's Acid Crunk Remix,2,Clean,0.728,0.607,C#/Db,0.807033409989406,0.0354,0.00374,0.304,0.265,98.0,Minor,2013,4.0471,Cluster 1
Sizzla,I'm Living - Mista Savona Instrumental Remix,2,Clean,0.662,0.645,C#/Db,0.7896953567091289,0.0503,0.000781,0.262,0.62,154.0,Major,2016,4.9275,Cluster 1
Skeng,Heaven Passport,50,Explicit,0.53,0.692,F#/Gb,0.8474716415596496,0.343,0.366,0.126,0.241,94.0,Minor,2021,3.122916666666667,Cluster 1
Skeng,Cheese - Radio Edit,30,Clean,0.828,0.626,C,0.8000568460763288,0.0416,0.429,0.079,0.379,106.0,Minor,2021,2.26415,Cluster 3
Skeng,Gvnman Spaniard,47,Explicit,0.768,0.764,C#/Db,0.869047311438981,0.103,0.199,0.321,0.432,102.0,Minor,2022,3.258966666666667,Cluster 1
Skeng,Cheese,44,Explicit,0.826,0.616,C,0.801917263119816,0.0518,0.379,0.08,0.35,106.0,Minor,2021,2.26415,Cluster 3
Skeng,Curves,52,Explicit,0.938,0.642,G,0.8672385726467017,0.176,0.736,0.106,0.429,100.0,Minor,2021,2.1281166666666667,Cluster 4
Skeng,Deh Yah,35,Explicit,0.898,0.513,C,0.6797757163897573,0.148,0.133,0.0874,0.406,100.0,Minor,2021,2.1405833333333333,Cluster 2
Skeng,Gang Bang,43,Explicit,0.801,0.597,C#/Db,0.7390248313997054,0.208,0.557,0.18,0.853,96.0,Major,2022,2.0427833333333334,Cluster 4
Skeng,23,54,Explicit,0.889,0.479,A#/Bb,0.7730291206945556,0.099,0.355,0.0983,0.463,104.0,Minor,2021,2.401283333333333,Cluster 2
Skeng,Deh Yah,1,Clean,0.882,0.682,F,0.7918141650086561,0.146,0.183,0.137,0.426,100.0,Minor,2022,2.0911,Cluster 3
Skeng,El Mundo Màs Grande,3,Explicit,0.501,0.53,F,0.7689206997235214,0.112,0.316,0.0897,0.427,99.0,Minor,2022,3.240933333333333,Cluster 1
Skeng,Protocol,34,Clean,0.684,0.542,A#/Bb,0.804707888685047,0.318,0.139,0.272,0.516,100.0,Minor,2021,3.330616666666667,Cluster 1
Skeng,El Mundo Màs Grande - Radio Edit,1,Clean,0.504,0.542,F,0.7650965091341309,0.195,0.331,0.0905,0.37,100.0,Minor,2022,3.240933333333333,Cluster 1
Skeng,Life Changes,48,Clean,0.662,0.368,G#/Ab,0.8281439756078655,0.16,0.509,0.121,0.497,186.0,Major,2022,3.4782,Cluster 4
Skeng,23 - Instrumental,32,Clean,0.804,0.237,A#/Bb,0.6550993514379473,0.155,0.0414,0.0983,0.421,104.0,Minor,2021,2.401283333333333,Cluster 2
Skeng,Rain Like Hail,14,Explicit,0.9,0.372,E,0.7982739464096535,0.131,0.266,0.115,0.36,94.0,Minor,2022,3.4468,Cluster 2
Skeng,London,53,Explicit,0.886,0.643,E,0.7687915040955013,0.157,0.529,0.0888,0.352,103.0,Minor,2022,2.5242666666666667,Cluster 4
Skeng,Limited Edition,0,Clean,0.833,0.647,A,0.8667993075114337,0.263,0.159,0.0995,0.369,102.0,Minor,2022,2.588783333333333,Cluster 1
Skeng,Get Wild,35,Clean,0.814,0.634,E,0.7137283274333996,0.0539,0.433,0.0991,0.842,110.0,Minor,2021,2.9091666666666667,Cluster 3
Skeng,Gvnman Shift,59,Explicit,0.911,0.57,E,0.8488669543422651,0.314,0.549,0.0966,0.368,100.0,Minor,2021,3.40115,Cluster 4
Skeng,Canada,40,Explicit,0.861,0.436,A#/Bb,0.7332627063900157,0.178,0.222,0.379,0.178,109.0,Minor,2022,2.2395666666666667,Cluster 2
Skeng,Street Cred,50,Explicit,0.748,0.538,A,0.8258959716803184,0.502,0.709,0.191,0.804,192.0,Minor,2021,2.5,Cluster 4
Skeng,Talibhan,53,Explicit,0.753,0.554,E,0.7531846722306917,0.0411,0.348,0.0934,0.327,98.0,Minor,2022,3.0612166666666667,Cluster 2
Skillibeng,Love D Fuck,16,Explicit,0.757,0.617,D#/Eb,0.7531846722306917,0.0561,0.0149,0.0903,0.531,142.0,Major,2021,3.1584833333333333,Cluster 3
Skillibeng,Real Boss,24,Explicit,0.606,0.671,F#/Gb,0.8501330714968606,0.444,0.274,0.132,0.29,75.0,Minor,2021,3.2008666666666667,Cluster 1
Skillibeng,Boom It Off,19,Explicit,0.786,0.486,C#/Db,0.720446500090437,0.265,0.00918,0.105,0.108,150.0,Major,2021,3.30525,Cluster 2
Skillibeng,Bad Freak,36,Explicit,0.744,0.794,G#/Ab,0.9002351360429963,0.0763,0.399,0.13,0.56,90.0,Minor,2021,3.350633333333333,Cluster 3
Skillibeng,Doggy Style,34,Explicit,0.864,0.723,A,0.814345882535335,0.239,0.555,0.184,0.581,101.0,Minor,2021,2.12765,Cluster 4
Skillibeng,Groovy,19,Explicit,0.759,0.785,D#/Eb,0.8307537272938683,0.0831,0.721,0.134,0.702,137.0,Minor,2021,2.6782166666666667,Cluster 4
Skillibeng,Sloppy,37,Explicit,0.89,0.828,D#/Eb,0.8893827032893207,0.246,0.0894,0.224,0.751,136.0,Major,2021,2.63005,Cluster 3
Skillibeng,Slow Motion,21,Explicit,0.503,0.711,F,0.8377044520813416,0.142,0.484,0.382,0.68,126.0,Minor,2021,2.9677,Cluster 1
Skillibeng,1Skillibeng,25,Explicit,0.706,0.637,A#/Bb,0.8361024262938942,0.363,0.0132,0.108,0.438,64.0,Minor,2020,2.741033333333333,Cluster 1
Skillibeng,Stefflon Don,23,Explicit,0.874,0.706,A#/Bb,0.839048086612749,0.145,0.608,0.0978,0.402,100.0,Major,2021,3.1028333333333333,Cluster 4
Skillibeng,Prolific,30,Explicit,0.778,0.776,A#/Bb,0.8419679078059998,0.148,0.088,0.0763,0.729,100.0,Minor,2021,2.7100166666666667,Cluster 3
Skillibeng,15Teen,34,Clean,0.692,0.573,E,0.7493346425156973,0.138,0.128,0.341,0.275,110.0,Minor,2021,3.1130166666666668,Cluster 1
Skillibeng,Good Body,19,Explicit,0.776,0.503,B,0.7987907289217333,0.233,0.198,0.343,0.418,95.0,Minor,2021,2.5671833333333334,Cluster 1
Skillibeng,2Gyal - Remix,20,Explicit,0.711,0.688,F#/Gb,0.8542156533422909,0.338,0.000615,0.134,0.248,178.0,Major,2021,2.328183333333333,Cluster 1
Skillibeng,Tun On E K,25,Explicit,0.877,0.634,A,0.8283506886126973,0.339,0.725,0.0974,0.319,96.0,Minor,2020,3.25885,Cluster 4
Skillibeng,Cya Stop Us,21,Explicit,0.713,0.71,F,0.7982997855352575,0.301,0.521,0.39,0.684,105.0,Minor,2020,3.0492,Cluster 4
Skillibeng,Talk to Me,22,Explicit,0.953,0.456,D#/Eb,0.7717113252887522,0.144,0.235,0.107,0.487,124.0,Minor,2021,2.587733333333333,Cluster 2
Skillibeng,Happy,14,Explicit,0.615,0.468,E,0.7487145035012015,0.0432,0.0789,0.0853,0.0658,158.0,Minor,2021,3.5498666666666665,Cluster 1
Skillibeng,Cigarette,18,Explicit,0.85,0.421,G#/Ab,0.7161830443657786,0.32,0.00926,0.11,0.234,146.0,Major,2021,2.85565,Cluster 2
Skillibeng,My Gun,34,Explicit,0.475,0.72,F,0.7810650887573964,0.285,0.0599,0.118,0.645,96.0,Minor,2020,2.7928,Cluster 1
Skillibeng,Hi,19,Explicit,0.868,0.661,D,0.7354073538151469,0.101,0.143,0.0971,0.532,123.0,Minor,2021,2.871366666666667,Cluster 3
Skillibeng,Shell Out,31,Explicit,0.618,0.695,A#/Bb,0.8065941448541382,0.229,0.0763,0.189,0.661,128.0,Minor,2020,2.766983333333333,Cluster 1
Skillibeng,Jansport,40,Explicit,0.716,0.478,B,0.804423658303403,0.366,0.218,0.082,0.653,104.0,Minor,2020,2.61195,Cluster 2
Skillibeng,Bad Everyday,45,Explicit,0.74,0.65,C#/Db,0.7767241156559261,0.241,0.0634,0.323,0.476,100.0,Major,2020,3.550583333333333,Cluster 1
Skillibeng,Brand New Gun,37,Explicit,0.731,0.707,B,0.8443709464871709,0.0625,0.00768,0.0895,0.358,133.0,Minor,2020,3.1971833333333333,Cluster 1
Skillibeng,Grumpy,27,Explicit,0.408,0.809,G#/Ab,0.8253016717914265,0.233,0.000545,0.138,0.226,103.0,Minor,2020,2.4831666666666665,Cluster 1
Skillibeng,Me Love,31,Explicit,0.91,0.3,C#/Db,0.7266478902353943,0.4,0.188,0.11,0.226,105.0,Major,2020,1.7838333333333334,Cluster 2
Skillibeng,Like NTN,29,Explicit,0.913,0.495,A#/Bb,0.7175266788971861,0.283,0.146,0.097,0.36,101.0,Minor,2020,3.0694166666666667,Cluster 2
Skillibeng,Vicious,28,Explicit,0.54,0.415,A#/Bb,0.7953024469651947,0.18,0.00889,0.0715,0.641,205.0,Minor,2020,2.3552,Cluster 2
Skillibeng,Eastsyde Run E Road,29,Explicit,0.566,0.502,A,0.750006459781401,0.398,0.286,0.165,0.597,133.0,Minor,2020,3.243533333333333,Cluster 1
Skillibeng,Not,50,Explicit,0.454,0.722,B,0.7663367871631224,0.389,0.158,0.131,0.475,67.0,Minor,2020,3.5511,Cluster 1
Skillibeng,Bullet,26,Explicit,0.788,0.787,G#/Ab,0.8385313041006692,0.0838,0.326,0.167,0.623,98.0,Minor,2020,2.9934833333333333,Cluster 3
Skillibeng,Enemy Antidote,24,Explicit,0.7,0.497,G,0.7971370248830779,0.104,0.709,0.148,0.751,88.0,Minor,2020,2.526,Cluster 4
Skillibeng,Bin Laden,42,Explicit,0.609,0.584,B,0.8011162502260923,0.352,0.14,0.134,0.6,106.0,Major,2020,3.367083333333333,Cluster 1
Skillibeng,Gun Talk,25,Explicit,0.517,0.592,C#/Db,0.799565902689853,0.401,0.176,0.113,0.465,90.0,Minor,2020,3.64445,Cluster 1
Skillibeng,USD,24,Explicit,0.761,0.503,B,0.7662075915351024,0.0478,0.139,0.282,0.265,99.0,Minor,2020,2.9115,Cluster 1
Skillibeng,Pree,43,Explicit,0.814,0.471,D,0.7531071548538797,0.491,0.0546,0.0848,0.592,103.0,Minor,2020,3.3790666666666667,Cluster 2
Skillibeng,Fat,21,Explicit,0.507,0.495,A#/Bb,0.829151701506421,0.101,0.0105,0.6,0.265,133.0,Minor,2021,3.17475,Cluster 1
Skillibeng,Eastsyde King,24,Explicit,0.852,0.586,F#/Gb,0.7738301335882793,0.127,0.286,0.163,0.744,107.0,Major,2021,2.467283333333333,Cluster 3
Skillibeng,Richer,24,Clean,0.747,0.666,D,0.7373452882354461,0.284,0.497,0.0797,0.651,138.0,Minor,2021,4.28985,Cluster 4
